"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","4001","4003","4005","4013","4015","4017","4025","6029","6037","6071","8001","8005","8013","8031","8033","8035","8041","8059","8067","8069","8083","8101","8113","8123","15007","20199","30033","30071","32009","35001","35005","35006","35009","35013","35015","35019","35025","35029","35031","35033","35035","35039","35041","35043","35045","35049","35053","35055","35057","35061","36029","40017","48017","48069","48109","48117","48141","48243","48303","48369","48371","48375","48381","48421","48435","48443","49019","49037"
"315",2020-05-21,35005,5.321385201,32,3.74284815925967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77605373,NA,NA,NA,NA,1.250236032,NA,0.507342465,NA,NA,NA,0.091713881,NA,0.571155702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.124883391,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2020-05-23,35005,4.919145631,33,3.70988496808483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.987477329,NA,NA,NA,NA,1.413067584,NA,0.369449871,NA,NA,NA,0.216819988,NA,0.932330859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2020-05-26,35005,6.294449896,40,3.74497292977819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.328510298,NA,NA,NA,NA,1.342954962,NA,0.526090032,NA,NA,NA,NA,NA,1.028571444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06832316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2020-05-28,35005,5.561663904,40,3.75238264867759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.933723704,NA,NA,NA,NA,1.79904312,NA,0.531919992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.296977088,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2020-05-29,35005,7.1288553196,42,3.77602931817832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4303406806,NA,NA,NA,NA,1.760617767,NA,0.572248768,NA,NA,NA,NA,NA,1.146763866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.218884238,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2020-06-01,35005,5.605178726,48,3.75286393129091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.445333665,NA,NA,NA,NA,1.899541181,NA,0.458011606,NA,NA,NA,NA,NA,0.802292274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",2020-06-02,35005,4.696787559,49,3.75531213892526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.329350607,NA,NA,NA,NA,1.850023978,NA,0.517412974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2020-06-03,35005,4.40424771,48,3.75652411895673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.854597492,NA,NA,NA,NA,1.935330408,NA,0.61431981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2020-06-05,35005,7.308668424,48,3.79604642882764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.762315325,NA,NA,NA,NA,2.70907335,NA,0.828969495,NA,NA,NA,NA,NA,1.008310254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",2020-06-06,35005,6.410121664,47,3.72840339688395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.658269499,NA,NA,NA,NA,2.8539683,NA,0.613551173,NA,NA,NA,0.284332692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2020-06-07,35005,7.24421887,47,3.66210524990814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.741599767,NA,NA,NA,NA,2.302036538,NA,0.518963642,NA,NA,NA,0.37017486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.311444063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",2020-06-11,35005,7.841356401,50,3.76544419214681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.439969525,NA,NA,NA,NA,3.669243468,NA,0.70561092,NA,NA,NA,NA,NA,1.026532488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",2020-06-12,35005,10.301567754,51,3.81562220959397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.229209616,NA,NA,NA,NA,4.63187205,NA,1.101851838,NA,NA,NA,NA,NA,1.33863425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",2020-04-24,35033,0.088786824,NA,3.57130063350884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088786824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",2020-05-24,35033,1.90348926604,NA,2.7191389884502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73324345338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48813070966,NA,0.188360511,NA,0.493754592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",2020-06-08,35033,1.30967060775,NA,4.10692671783312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59757123475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356458848,NA,0.355640525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",2020-04-22,35039,10.9296792541,11,3.30379315147361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.941312343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2351497235,2.1657937056,5.868553146,NA,0.718870336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2020-04-23,35039,12.8746020954,11,3.26038353578722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33830606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5312039166,2.7307255608,6.339811584,NA,0.934554974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2020-04-24,35039,16.4705836788,12,3.58260802866606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75353792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9238744358,5.51425374,6.409979192,NA,0.868938391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2020-04-25,35039,15.6431128395,12,2.98354851810028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88859671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8588819205,4.38579387,6.40678689,NA,1.103053449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",2020-04-26,35039,10.7965099966,14,2.29533573546103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04895892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2676965873,2.2416188003,5.24343722,NA,0.994798469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2020-04-27,35039,12.0584218858,14,3.26723970273106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4033460311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3126243477,2.937542904,5.64237566,NA,0.762532943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",2020-04-28,35039,13.2790898622,14,3.50607952898592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.100997826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5361662624,3.5496806728,6.209422198,NA,0.882822903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",2020-04-30,35039,15.3337491452,14,3.47350935838077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6052499736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8204656264,4.2772280832,6.5453783,NA,1.085427162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2020-05-01,35039,20.167090427,18,3.66231433102429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55143166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.221855983,6.280373904,7.6236822,NA,1.48974668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2020-05-02,35039,20.9028156602,22,3.3077120069767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.413390135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8592957874,6.5823465058,7.844372765,NA,1.203410467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2020-05-03,35039,15.8659109137,24,2.31025486549917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.946902232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5503211716,3.4675021941,6.479738956,NA,1.42144636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2020-05-04,35039,15.5081631642,24,3.50801610403655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83513356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7085933042,3.769979496,7.098915384,NA,1.09554142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2020-05-05,35039,16.1459169171,24,3.45282639578349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3797581771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.250170664,7.485604956,NA,1.03038312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2020-05-06,35039,17.673231541,24,3.44793144076543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.877276689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1290578332,4.8150515318,7.638125187,NA,1.2137203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2020-05-07,35039,19.6611811909,26,3.44756246719515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6449042488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8128207859,5.8461889002,7.420986396,NA,0.93628086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2020-05-08,35039,26.3815423236,27,3.7254354233452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6543952115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5692446531,10.2300375,7.825872019,NA,1.10199294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",2020-05-09,35039,26.2078069028,27,3.34550136894592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.736880972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0618238832,8.4483628306,8.540349797,NA,1.42038942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",2020-05-10,35039,18.9613457916,27,3.02781525706197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9334150677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8314111866,4.0143590073,7.65073199,NA,1.53142854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",2020-05-11,35039,17.3612586516,28,3.13692270726418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5468192578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8378307728,4.965989336,6.775752465,NA,1.23486682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2020-05-12,35039,23.094659447,28,3.39216432429875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7035341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.544603378,9.118524315,7.46957068,NA,1.258426974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",2020-05-13,35039,23.6489104672,28,3.45136680687676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2027493691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.571297365,10.1975022331,7.093813974,NA,1.583547526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2020-05-14,35039,20.7606196424,30,3.4782373592918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.830473165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2407743734,7.711985808,6.95545081,NA,1.021935486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2020-05-15,35039,26.0605536015,30,3.58725027518094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4787195116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3884389269,9.090092151,7.602137586,NA,1.501165426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",2020-05-16,35039,28.9334474358,31,3.39285719855532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1816710158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.473224593,10.803368021,9.11563324,NA,1.359550566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2020-05-17,35039,21.6040485277,31,3.04140732043015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8973113227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9358371952,6.4951887318,7.57009332,NA,1.705617958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",2020-05-18,35039,24.247565691,33,3.56705037650326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.707944391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2884543411,9.6784978769,8.035540304,NA,1.537128778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2020-05-19,35039,23.6376719968,33,3.5365889381056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.156925178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3262302712,8.1123294756,9.034761312,NA,1.00742576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2020-05-20,35039,24.6759510139,33,3.47655547730927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.957361925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79718705,8.3138003809,9.2758825,NA,1.331719158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2020-05-21,35039,27.3139251438,36,3.59882391624838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.552107581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3947862984,9.5865279744,9.144543184,NA,1.635960106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2020-05-22,35039,38.0218711949,36,3.70087384507196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0711976487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81970282,12.2797692702,10.685258766,NA,1.16594269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2020-05-23,35039,49.0070041143,36,3.59533744810494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6534608313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.90108658,18.271856711,12.041224524,NA,1.139375468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2020-05-24,35039,40.7550970058,37,3.25330379518851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8659476778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.554896172,16.32335325,10.49436801,NA,1.516531896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2020-05-25,35039,30.4827564876,37,2.96010397966749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.294054268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6512203322,14.3171126694,7.88036925,NA,1.339999968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",2020-05-26,35039,15.6398187114,37,3.58351870525769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3996253974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.218487492,NA,8.76114967,NA,1.260556152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",2020-05-27,35039,28.6855506388,38,3.58086292592252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3081804054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1045118475,11.5383035559,9.56191639,NA,1.17263844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2020-05-28,35039,28.3106197846,40,3.64766415003672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4807017124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.066667026,11.3251028292,9.223272225,NA,1.214875992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2020-05-29,35039,32.3111484645,42,3.81582878386331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2902927746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9568610816,10.0217875323,10.736597776,NA,1.3056093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2020-05-30,35039,43.4024697857,43,3.46908486343537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41984261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3246310877,20.409649608,11.610169805,NA,1.638176675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2020-05-31,35039,32.2446054531,46,3.07950926285397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7210319655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6010181578,13.6674514548,8.811316891,NA,1.443786984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
